Date,kospi,kosdaq,usdkrw,us_tb_3m,call_r,PPI,CPI,CPI_ratio,IPI,EPI,TOTAL_foreign_own,KOSPI_foreign_own,KOSDAQ_foreign_own
2001-01-02,520.95,557.0,1278.0,5.87,5.26,76.37,64.6,0.0,76.45,125.93,22.6,30.4,2.8
2001-01-03,521.43,569.0,1270.5,5.69,5.26,76.37,64.6,0.0,76.45,125.93,22.6,30.4,2.8
2001-01-04,558.02,615.1,1263.3,5.37,5.28,76.37,64.6,0.0,76.45,125.93,23.0,30.6,3.0
2001-01-05,580.85,625.2,1262.5,5.12,5.31,76.37,64.6,0.0,76.45,125.93,23.3,30.8,3.1
2001-01-08,586.65,650.0,1263.3,5.19,5.3,76.37,64.6,0.0,76.45,125.93,23.4,30.9,3.2
2001-01-09,589.92,678.2,1252.3,5.24,5.28,76.37,64.6,0.0,76.45,125.93,23.3,30.9,3.3
2001-01-10,560.81,639.6,1269.37,5.29,5.31,76.37,64.6,0.0,76.45,125.93,23.3,31.1,3.2
2001-01-11,561.79,675.1,1278.2,5.31,5.3,76.37,64.6,0.0,76.45,125.93,23.2,31.0,3.3
2001-01-12,587.87,713.6,1281.5,5.33,5.14,76.37,64.6,0.0,76.45,125.93,23.3,31.1,3.5
2001-01-15,599.0,765.2,1286.0,5.33,5.28,76.37,64.6,0.0,76.45,125.93,24.6,32.9,3.8
2001-01-16,603.42,777.1,1282.8,5.38,5.29,76.37,64.6,0.0,76.45,125.93,24.8,33.2,3.8
2001-01-17,595.83,750.1,1278.0,5.36,5.3,76.37,64.6,0.0,76.45,125.93,25.0,33.4,3.7
2001-01-18,604.05,745.6,1285.0,5.28,5.33,76.37,64.6,0.0,76.45,125.93,25.2,33.6,3.7
2001-01-19,619.78,772.1,1273.5,5.24,5.19,76.37,64.6,0.0,76.45,125.93,25.4,33.8,3.9
2001-01-22,627.45,833.2,1274.1,5.23,5.09,76.37,64.6,0.0,76.45,125.93,25.2,33.6,4.1
2001-01-26,591.73,800.4,1280.9,5.17,5.36,76.37,64.6,0.0,76.45,125.93,29.0,33.3,8.1
2001-01-29,596.54,813.8,1265.0,5.11,5.29,76.37,64.6,0.0,76.45,125.93,28.7,33.0,8.1
2001-01-30,591.34,827.6,1264.5,5.02,5.28,76.37,64.6,0.0,76.45,125.93,28.6,33.0,8.0
2001-01-31,617.91,843.6,1257.0,4.99,5.27,76.37,64.6,0.0,76.45,125.93,29.0,33.4,8.1
2001-02-01,612.3,827.0,1256.5,5.0,5.29,76.21,64.92,0.5,81.35,137.28,29.1,33.4,8.1
2001-02-02,608.48,826.6,1249.5,5.06,5.18,76.21,64.92,0.5,81.35,137.28,29.1,33.5,8.1
2001-02-05,579.16,779.7,1262.0,5.06,5.3,76.21,64.92,0.5,81.35,137.28,29.0,33.4,8.0
2001-02-06,586.58,797.2,1258.0,5.07,5.27,76.21,64.92,0.5,81.35,137.28,29.0,33.3,8.1
2001-02-07,576.19,778.0,1263.5,5.07,5.31,76.21,64.92,0.5,81.35,137.28,29.0,33.3,8.1
2001-02-08,591.57,798.0,1266.0,5.08,5.07,76.21,64.92,0.5,81.35,137.28,29.0,33.3,8.1
2001-02-09,595.47,807.3,1263.5,5.06,4.96,76.21,64.92,0.5,81.35,137.28,28.9,33.3,8.0
2001-02-12,599.2,831.1,1264.1,5.04,5.07,76.21,64.92,0.5,81.35,137.28,28.8,33.2,7.9
2001-02-13,598.78,840.8,1253.5,5.05,5.05,76.21,64.92,0.5,81.35,137.28,28.7,33.2,7.8
2001-02-14,603.83,853.1,1251.5,5.07,5.06,76.21,64.92,0.5,81.35,137.28,28.6,33.2,7.7
2001-02-15,603.63,873.8,1241.5,5.08,5.06,76.21,64.92,0.5,81.35,137.28,28.7,33.3,7.8
2001-02-16,604.92,863.2,1243.0,5.02,4.94,76.21,64.92,0.5,81.35,137.28,28.9,33.5,7.7
2001-02-19,596.67,872.9,1246.0,5.02,5.06,76.21,64.92,0.5,81.35,137.28,28.9,33.5,8.0
2001-02-20,608.74,876.5,1233.0,5.04,5.07,76.21,64.92,0.5,81.35,137.28,28.7,33.3,7.9
2001-02-21,594.53,852.5,1239.0,5.02,4.94,76.21,64.92,0.5,81.35,137.28,28.6,33.2,7.8
2001-02-22,583.41,801.8,1240.95,5.01,4.97,76.21,64.92,0.5,81.35,137.28,28.7,33.0,7.8
2001-02-23,583.52,805.7,1248.8,4.89,4.87,76.21,64.92,0.5,81.35,137.28,28.5,32.9,7.8
2001-02-26,585.32,812.5,1246.95,4.81,5.08,76.21,64.92,0.5,81.35,137.28,28.4,32.8,7.7
2001-02-27,577.57,781.2,1249.5,4.82,5.06,76.21,64.92,0.5,81.35,137.28,28.5,32.8,7.8
2001-02-28,578.1,767.6,1253.95,4.85,5.05,76.21,64.92,0.5,81.35,137.28,28.6,32.8,7.8
2001-03-02,559.44,719.9,1267.0,4.84,5.02,76.39,65.49,0.9,81.86,138.53,28.9,33.0,7.7
2001-03-05,565.38,743.2,1274.0,4.82,5.06,76.39,65.49,0.9,81.86,138.53,29.0,33.3,7.7
2001-03-06,568.15,735.2,1263.25,4.79,4.98,76.39,65.49,0.9,81.86,138.53,29.1,33.3,7.7
2001-03-07,568.64,753.5,1269.75,4.69,4.89,76.39,65.49,0.9,81.86,138.53,29.1,33.4,7.7
2001-03-08,579.28,780.0,1269.5,4.68,5.03,76.39,65.49,0.9,81.86,138.53,29.1,33.5,7.7
2001-03-09,565.76,765.6,1268.95,4.72,4.92,76.39,65.49,0.9,81.86,138.53,28.9,33.3,7.7
2001-03-12,545.05,723.3,1279.0,4.66,5.01,76.39,65.49,0.9,81.86,138.53,28.8,33.1,7.7
2001-03-13,527.97,685.7,1275.0,4.66,4.99,76.39,65.49,0.9,81.86,138.53,29.0,33.3,7.7
2001-03-14,543.28,720.4,1287.5,4.54,4.99,76.39,65.49,0.9,81.86,138.53,29.0,33.3,7.7
2001-03-15,541.83,712.4,1285.0,4.52,4.99,76.39,65.49,0.9,81.86,138.53,29.0,33.4,7.6
2001-03-16,538.67,713.8,1293.5,4.54,4.97,76.39,65.49,0.9,81.86,138.53,29.0,33.3,7.6
2001-03-19,534.33,713.3,1295.5,4.53,4.99,76.39,65.49,0.9,81.86,138.53,28.9,33.3,7.6
2001-03-20,531.59,713.5,1296.05,4.49,5.0,76.39,65.49,0.9,81.86,138.53,28.9,33.2,7.6
2001-03-21,532.59,712.7,1302.5,4.31,5.02,76.39,65.49,0.9,81.86,138.53,28.8,33.2,7.6
2001-03-22,527.05,706.4,1322.5,4.26,5.02,76.39,65.49,0.9,81.86,138.53,28.9,33.3,7.6
2001-03-23,537.97,706.1,1309.0,4.29,4.97,76.39,65.49,0.9,81.86,138.53,29.2,33.6,7.6
2001-03-26,545.98,727.7,1310.65,4.29,5.02,76.39,65.49,0.9,81.86,138.53,29.2,33.6,7.6
2001-03-27,532.9,718.6,1311.0,4.35,5.0,76.39,65.49,0.9,81.86,138.53,29.1,33.5,7.8
2001-03-28,528.79,705.8,1301.0,4.34,4.97,76.39,65.49,0.9,81.86,138.53,29.2,33.6,7.9
2001-03-29,523.8,691.4,1322.0,4.32,4.97,76.39,65.49,0.9,81.86,138.53,29.2,33.6,7.8
2001-03-30,523.22,684.3,1331.0,4.3,4.92,76.39,65.49,0.9,81.86,138.53,29.4,33.8,7.8
2001-04-02,515.2,682.9,1349.5,4.22,4.99,76.34,65.74,0.4,83.79,140.74,29.3,33.7,7.8
2001-04-03,503.26,662.4,1345.0,4.15,5.0,76.34,65.74,0.4,83.79,140.74,29.2,33.6,7.9
2001-04-04,493.69,643.4,1368.0,4.1,5.0,76.34,65.74,0.4,83.79,140.74,29.2,33.5,8.1
2001-04-06,506.22,665.1,1342.1,3.94,4.9,76.34,65.74,0.4,83.79,140.74,29.2,33.5,8.1
2001-04-09,497.46,648.1,1339.45,3.93,5.0,76.34,65.74,0.4,83.79,140.74,29.2,33.5,8.3
2001-04-10,491.21,645.6,1333.0,3.94,5.01,76.34,65.74,0.4,83.79,140.74,29.2,33.4,8.3
2001-04-11,507.53,671.8,1323.0,4.08,5.02,76.34,65.74,0.4,83.79,140.74,29.2,33.5,8.1
2001-04-12,514.21,683.2,1316.05,4.01,5.01,76.34,65.74,0.4,83.79,140.74,29.4,33.8,8.1
2001-04-13,516.1,686.2,1325.15,4.01,4.85,76.34,65.74,0.4,83.79,140.74,29.5,33.9,8.1
2001-04-16,508.35,680.7,1329.5,4.15,5.01,76.34,65.74,0.4,83.79,140.74,29.5,33.9,8.0
2001-04-17,513.97,683.1,1324.5,4.12,5.01,76.34,65.74,0.4,83.79,140.74,29.4,33.8,8.0
2001-04-18,540.0,721.9,1315.0,3.91,4.99,76.34,65.74,0.4,83.79,140.74,29.6,34.0,8.0
2001-04-19,563.31,749.0,1298.5,3.87,5.0,76.34,65.74,0.4,83.79,140.74,29.9,34.4,8.2
2001-04-20,556.29,735.0,1313.0,3.77,4.96,76.34,65.74,0.4,83.79,140.74,30.1,34.6,8.4
2001-04-23,560.94,758.8,1313.5,3.75,5.02,76.34,65.74,0.4,83.79,140.74,30.1,34.6,8.4
2001-04-24,555.64,757.2,1306.5,3.8,5.0,76.34,65.74,0.4,83.79,140.74,30.0,34.6,8.5
2001-04-25,566.34,769.7,1307.8,3.84,5.01,76.34,65.74,0.4,83.79,140.74,30.4,35.0,8.5
2001-04-26,561.62,763.4,1316.5,3.83,5.02,76.34,65.74,0.4,83.79,140.74,30.1,34.7,8.6
2001-04-27,556.63,753.2,1327.8,3.85,4.87,76.34,65.74,0.4,83.79,140.74,30.1,34.6,8.5
2001-04-30,577.36,789.7,1317.0,3.95,5.01,76.34,65.74,0.4,83.79,140.74,30.2,34.8,8.6
2001-05-02,583.7,810.0,1306.0,3.89,5.01,76.27,65.68,-0.1,82.67,136.01,30.2,34.9,8.6
2001-05-03,584.4,799.9,1295.0,3.84,5.0,76.27,65.68,-0.1,82.67,136.01,30.3,35.0,8.6
2001-05-04,585.6,804.8,1292.0,3.74,4.92,76.27,65.68,-0.1,82.67,136.01,30.2,34.9,8.6
2001-05-07,596.5,828.4,1296.55,3.74,4.98,76.27,65.68,-0.1,82.67,136.01,30.1,34.8,8.5
2001-05-08,590.91,822.7,1303.0,3.7,5.0,76.27,65.68,-0.1,82.67,136.01,30.1,34.8,8.4
2001-05-09,578.84,795.9,1301.8,3.72,5.0,76.27,65.68,-0.1,82.67,136.01,30.2,34.9,8.5
2001-05-10,581.38,814.1,1306.0,3.74,5.01,76.27,65.68,-0.1,82.67,136.01,30.0,34.8,8.4
2001-05-11,583.06,817.2,1297.0,3.78,4.98,76.27,65.68,-0.1,82.67,136.01,29.9,34.6,8.4
2001-05-14,584.08,829.3,1297.3,3.71,5.0,76.27,65.68,-0.1,82.67,136.01,29.9,34.6,8.5
2001-05-15,581.3,814.8,1303.35,3.63,5.0,76.27,65.68,-0.1,82.67,136.01,29.8,34.4,8.5
2001-05-16,572.4,801.2,1309.0,3.57,4.99,76.27,65.68,-0.1,82.67,136.01,29.7,34.4,8.4
2001-05-17,596.39,833.2,1302.0,3.57,5.0,76.27,65.68,-0.1,82.67,136.01,29.9,34.6,8.5
2001-05-18,600.54,830.3,1304.0,3.61,4.86,76.27,65.68,-0.1,82.67,136.01,30.0,34.6,8.6
2001-05-21,618.96,838.1,1302.0,3.65,4.99,76.27,65.68,-0.1,82.67,136.01,30.2,34.7,8.6
2001-05-22,617.99,837.8,1300.0,3.64,4.97,76.27,65.68,-0.1,82.67,136.01,30.2,34.8,8.6
2001-05-23,622.6,828.6,1286.5,3.64,5.0,76.27,65.68,-0.1,82.67,136.01,30.3,34.9,8.5
2001-05-24,622.28,830.1,1285.0,3.7,5.01,76.27,65.68,-0.1,82.67,136.01,30.0,34.6,8.5
2001-05-25,624.11,834.3,1289.1,3.66,4.85,76.27,65.68,-0.1,82.67,136.01,29.8,34.4,8.4
2001-05-28,618.47,832.2,1296.0,3.66,5.0,76.27,65.68,-0.1,82.67,136.01,29.8,34.4,8.3
2001-05-29,632.05,838.1,1289.5,3.71,4.99,76.27,65.68,-0.1,82.67,136.01,29.9,34.4,8.4
2001-05-30,628.42,832.2,1289.0,3.68,4.99,76.27,65.68,-0.1,82.67,136.01,29.8,34.3,8.3
2001-05-31,612.16,813.5,1281.0,3.63,5.0,76.27,65.68,-0.1,82.67,136.01,29.7,34.2,8.3
2001-06-01,607.07,801.1,1284.0,3.67,4.98,75.96,65.87,0.3,81.87,132.49,29.6,34.1,8.3
2001-06-04,610.91,803.7,1284.5,3.68,5.0,75.96,65.87,0.3,81.87,132.49,29.6,34.1,8.2
2001-06-05,597.66,789.2,1286.5,3.63,4.95,75.96,65.87,0.3,81.87,132.49,29.5,34.0,8.2
2001-06-07,601.14,781.4,1285.5,3.63,4.99,75.96,65.87,0.3,81.87,132.49,29.6,34.1,8.2
2001-06-08,621.78,807.7,1285.5,3.64,4.87,75.96,65.87,0.3,81.87,132.49,29.8,34.2,8.3
2001-06-11,608.23,795.2,1288.0,3.6,5.03,75.96,65.87,0.3,81.87,132.49,29.7,34.2,8.2
2001-06-12,607.15,801.2,1290.0,3.56,5.01,75.96,65.87,0.3,81.87,132.49,29.6,34.2,8.2
2001-06-13,614.05,816.8,1292.0,3.55,5.01,75.96,65.87,0.3,81.87,132.49,29.6,34.2,8.3
2001-06-14,613.75,821.3,1292.0,3.56,5.01,75.96,65.87,0.3,81.87,132.49,29.5,34.0,8.3
2001-06-15,618.96,824.9,1292.0,3.52,5.0,75.96,65.87,0.3,81.87,132.49,29.4,33.9,8.3
2001-06-18,608.78,817.6,1300.0,3.52,5.01,75.96,65.87,0.3,81.87,132.49,29.2,33.8,8.2
2001-06-19,608.91,809.3,1304.0,3.51,5.0,75.96,65.87,0.3,81.87,132.49,29.3,33.8,8.2
2001-06-20,595.72,788.3,1304.0,3.49,4.99,75.96,65.87,0.3,81.87,132.49,29.2,33.7,8.2
2001-06-21,595.53,788.2,1302.0,3.51,4.97,75.96,65.87,0.3,81.87,132.49,29.2,33.7,8.2
2001-06-22,599.08,786.0,1303.0,3.45,4.89,75.96,65.87,0.3,81.87,132.49,29.1,33.5,8.2
2001-06-25,598.02,776.8,1302.0,3.46,5.0,75.96,65.87,0.3,81.87,132.49,29.1,33.5,8.2
2001-06-26,588.71,745.3,1299.5,3.46,5.0,75.96,65.87,0.3,81.87,132.49,29.3,33.6,8.3
2001-06-27,584.76,746.0,1297.5,3.52,4.98,75.96,65.87,0.3,81.87,132.49,29.0,33.3,8.2
2001-06-28,583.27,747.2,1303.0,3.64,4.96,75.96,65.87,0.3,81.87,132.49,29.5,33.9,8.2
2001-06-29,595.13,768.7,1300.5,3.65,4.94,75.96,65.87,0.3,81.87,132.49,29.5,34.0,8.2
2001-07-02,596.74,775.6,1300.0,3.67,4.98,75.91,65.99,0.2,80.0,129.78,29.5,33.9,8.3
2001-07-03,594.31,776.5,1293.0,3.66,4.96,75.91,65.99,0.2,80.0,129.78,29.5,33.9,8.3
2001-07-04,597.25,774.9,1295.5,3.66,4.97,75.91,65.99,0.2,80.0,129.78,30.6,35.2,8.3
2001-07-05,593.61,767.2,1295.5,3.65,4.76,75.91,65.99,0.2,80.0,129.78,30.6,35.2,8.3
2001-07-06,578.54,740.8,1294.0,3.63,4.66,75.91,65.99,0.2,80.0,129.78,30.6,35.2,8.2
2001-07-09,560.0,701.2,1295.5,3.65,4.78,75.91,65.99,0.2,80.0,129.78,30.7,35.2,8.3
2001-07-10,558.6,706.7,1297.5,3.63,4.78,75.91,65.99,0.2,80.0,129.78,30.6,35.1,8.2
2001-07-11,553.65,680.7,1306.5,3.58,4.78,75.91,65.99,0.2,80.0,129.78,30.7,35.2,8.2
2001-07-12,559.95,721.6,1298.0,3.6,4.77,75.91,65.99,0.2,80.0,129.78,30.3,34.9,8.4
2001-07-13,548.49,695.8,1303.0,3.62,4.68,75.91,65.99,0.2,80.0,129.78,30.4,34.9,8.4
2001-07-16,548.93,701.7,1310.0,3.64,4.77,75.91,65.99,0.2,80.0,129.78,30.4,34.9,8.5
2001-07-18,540.53,680.3,1307.0,3.54,4.76,75.91,65.99,0.2,80.0,129.78,30.6,35.0,8.5
2001-07-19,545.74,683.8,1300.0,3.55,4.77,75.91,65.99,0.2,80.0,129.78,30.7,35.2,8.7
2001-07-20,537.71,670.8,1300.0,3.53,4.76,75.91,65.99,0.2,80.0,129.78,30.7,35.1,8.6
2001-07-23,524.21,641.4,1310.0,3.56,4.79,75.91,65.99,0.2,80.0,129.78,30.9,35.3,8.6
2001-07-24,526.62,645.3,1310.0,3.56,4.77,75.91,65.99,0.2,80.0,129.78,30.8,35.2,8.6
2001-07-25,526.08,641.0,1305.0,3.56,4.77,75.91,65.99,0.2,80.0,129.78,30.8,35.2,8.5
2001-07-26,529.22,652.4,1291.5,3.56,4.79,75.91,65.99,0.2,80.0,129.78,30.7,35.2,8.5
2001-07-27,541.13,674.6,1295.0,3.55,4.74,75.91,65.99,0.2,80.0,129.78,30.7,35.2,8.4
2001-07-30,533.53,669.8,1300.0,3.57,4.75,75.91,65.99,0.2,80.0,129.78,30.7,35.3,8.5
2001-07-31,541.55,680.9,1298.0,3.54,4.76,75.91,65.99,0.2,80.0,129.78,30.8,35.4,8.4
2001-08-01,562.79,704.4,1292.0,3.53,4.77,75.54,66.25,0.4,79.21,127.34,30.9,35.4,8.4
2001-08-02,567.46,707.2,1284.0,3.53,4.76,75.54,66.25,0.4,79.21,127.34,31.0,35.6,8.4
2001-08-03,568.69,705.8,1282.0,3.52,4.7,75.54,66.25,0.4,79.21,127.34,31.1,35.7,8.5
2001-08-06,569.37,718.0,1282.0,3.52,4.83,75.54,66.25,0.4,79.21,127.34,31.0,35.7,8.5
2001-08-07,567.5,714.9,1285.0,3.52,4.73,75.54,66.25,0.4,79.21,127.34,30.9,35.5,8.6
2001-08-08,565.94,707.7,1280.0,3.49,4.75,75.54,66.25,0.4,79.21,127.34,30.9,35.5,8.5
2001-08-09,549.67,689.2,1284.0,3.45,4.51,75.54,66.25,0.4,79.21,127.34,30.8,35.4,8.5
2001-08-10,555.34,692.1,1279.0,3.43,4.41,75.54,66.25,0.4,79.21,127.34,30.8,35.4,8.4
2001-08-13,562.0,689.7,1279.0,3.45,4.52,75.54,66.25,0.4,79.21,127.34,30.8,35.3,8.4
2001-08-14,577.15,697.6,1279.0,3.43,4.5,75.54,66.25,0.4,79.21,127.34,30.9,35.3,8.5
2001-08-16,580.95,690.4,1279.0,3.39,4.52,75.54,66.25,0.4,79.21,127.34,30.8,35.2,8.6
2001-08-17,580.99,691.4,1279.0,3.36,4.49,75.54,66.25,0.4,79.21,127.34,30.8,35.2,8.6
2001-08-20,567.09,679.7,1281.0,3.42,4.53,75.54,66.25,0.4,79.21,127.34,30.9,35.3,8.6
2001-08-21,568.68,682.2,1279.0,3.39,4.44,75.54,66.25,0.4,79.21,127.34,30.7,35.1,8.6
2001-08-22,574.87,686.6,1278.0,3.38,4.51,75.54,66.25,0.4,79.21,127.34,30.8,35.2,8.6
2001-08-23,570.07,679.4,1279.0,3.4,4.52,75.54,66.25,0.4,79.21,127.34,30.0,34.2,8.6
2001-08-24,569.31,677.8,1276.0,3.42,4.41,75.54,66.25,0.4,79.21,127.34,30.0,34.3,8.6
2001-08-27,578.74,681.3,1276.0,3.45,4.53,75.54,66.25,0.4,79.21,127.34,30.2,34.5,8.7
2001-08-28,576.51,674.4,1276.0,3.41,4.5,75.54,66.25,0.4,79.21,127.34,30.3,34.5,8.6
2001-08-29,565.63,653.2,1277.0,3.42,4.51,75.54,66.25,0.4,79.21,127.34,30.5,34.8,8.6
2001-08-30,564.36,648.3,1279.0,3.36,4.5,75.54,66.25,0.4,79.21,127.34,30.5,34.7,8.6
2001-08-31,545.11,618.4,1280.0,3.37,4.42,75.54,66.25,0.4,79.21,127.34,30.5,34.7,8.7
2001-09-03,541.83,615.2,1279.5,3.37,4.51,75.34,66.18,-0.1,78.71,128.02,30.5,34.7,8.7
2001-09-04,558.79,627.4,1281.0,3.44,4.51,75.34,66.18,-0.1,78.71,128.02,30.6,34.7,8.7
2001-09-05,551.91,617.6,1285.0,3.41,4.52,75.34,66.18,-0.1,78.71,128.02,30.3,34.5,8.3
2001-09-06,552.59,627.6,1277.0,3.34,4.43,75.34,66.18,-0.1,78.71,128.02,30.2,34.5,8.2
2001-09-07,555.08,631.4,1288.5,3.27,4.38,75.34,66.18,-0.1,78.71,128.02,30.2,34.5,8.2
2001-09-10,550.73,626.2,1285.0,3.26,4.51,75.34,66.18,-0.1,78.71,128.02,30.3,34.8,8.2
2001-09-11,540.57,618.0,1291.0,3.26,4.52,75.34,66.18,-0.1,78.71,128.02,30.4,34.8,8.1
2001-09-12,475.6,546.4,1284.8,3.26,4.5,75.34,66.18,-0.1,78.71,128.02,30.4,34.9,7.9
2001-09-13,499.25,541.9,1290.25,2.74,4.5,75.34,66.18,-0.1,78.71,128.02,30.8,35.0,7.9
2001-09-14,482.29,502.1,1297.0,2.64,4.37,75.34,66.18,-0.1,78.71,128.02,31.1,35.4,7.8
2001-09-17,468.76,460.5,1298.8,2.59,4.51,75.34,66.18,-0.1,78.71,128.02,31.7,35.9,7.9
2001-09-18,484.93,494.8,1297.0,2.48,4.5,75.34,66.18,-0.1,78.71,128.02,31.3,35.5,8.1
2001-09-19,486.75,504.6,1292.0,2.19,4.0,75.34,66.18,-0.1,78.71,128.02,31.0,35.2,8.0
2001-09-20,480.27,493.6,1293.0,2.22,4.01,75.34,66.18,-0.1,78.71,128.02,30.8,34.9,8.1
2001-09-21,472.31,489.7,1300.0,2.25,3.89,75.34,66.18,-0.1,78.71,128.02,30.4,34.5,8.3
2001-09-24,482.19,500.0,1302.0,2.38,4.01,75.34,66.18,-0.1,78.71,128.02,30.4,34.4,8.2
2001-09-25,472.13,486.2,1303.0,2.4,4.01,75.34,66.18,-0.1,78.71,128.02,30.4,34.4,8.7
2001-09-26,472.85,489.1,1300.0,2.38,4.01,75.34,66.18,-0.1,78.71,128.02,30.4,34.3,8.7
2001-09-27,472.38,496.5,1302.0,2.38,4.0,75.34,66.18,-0.1,78.71,128.02,30.1,34.1,8.6
2001-09-28,479.68,516.4,1304.0,2.4,3.9,75.34,66.18,-0.1,78.71,128.02,30.0,34.0,8.7
2001-10-04,500.64,550.8,1308.0,2.21,4.01,74.98,66.18,-0.1,78.71,128.02,30.0,34.1,8.7
2001-10-05,501.92,540.7,1307.0,2.19,4.06,74.98,66.18,-0.1,78.71,128.02,30.1,34.2,8.7
2001-10-08,496.13,535.5,1305.0,2.19,3.99,74.98,66.18,-0.1,78.71,128.02,30.2,34.2,8.8
2001-10-09,507.61,560.2,1302.0,2.22,4.0,74.98,66.18,-0.1,78.71,128.02,30.2,34.3,8.8
2001-10-10,503.46,564.5,1303.0,2.22,4.01,74.98,66.18,-0.1,78.71,128.02,30.1,34.3,8.9
2001-10-11,517.05,583.9,1297.0,2.27,4.02,74.98,66.18,-0.1,78.71,128.02,30.2,34.4,9.0
2001-10-12,516.4,590.2,1294.0,2.25,4.03,74.98,66.18,-0.1,78.71,128.02,30.3,34.6,9.0
2001-10-15,513.99,595.7,1292.0,2.25,4.01,74.98,66.18,-0.1,78.71,128.02,30.2,34.6,9.1
2001-10-16,521.91,608.2,1297.5,2.22,3.99,74.98,66.18,-0.1,78.71,128.02,30.3,34.6,9.1
2001-10-17,528.29,619.1,1297.5,2.22,3.99,74.98,66.18,-0.1,78.71,128.02,30.3,34.7,9.0
2001-10-18,524.21,612.8,1294.5,2.19,3.99,74.98,66.18,-0.1,78.71,128.02,30.4,34.8,9.1
2001-10-19,528.04,620.6,1299.5,2.19,3.89,74.98,66.18,-0.1,78.71,128.02,30.5,34.9,9.1
2001-10-22,528.7,633.6,1300.5,2.22,4.04,74.98,66.18,-0.1,78.71,128.02,30.3,34.8,9.0
2001-10-23,530.5,629.9,1301.5,2.2,3.99,74.98,66.18,-0.1,78.71,128.02,30.4,34.9,9.2
2001-10-24,541.49,640.9,1293.5,2.17,4.0,74.98,66.18,-0.1,78.71,128.02,30.8,35.3,9.3
2001-10-25,542.19,636.6,1293.5,2.14,4.01,74.98,66.18,-0.1,78.71,128.02,30.9,35.4,9.5
2001-10-26,543.41,641.0,1294.5,2.14,4.02,74.98,66.18,-0.1,78.71,128.02,30.7,35.5,9.0
2001-10-29,547.87,640.6,1291.5,2.09,4.0,74.98,66.18,-0.1,78.71,128.02,30.7,35.7,8.9
2001-10-30,533.87,617.1,1293.0,2.05,4.02,74.98,66.18,-0.1,78.71,128.02,30.7,35.6,8.9
2001-10-31,537.81,625.5,1291.0,2.05,4.01,74.98,66.18,-0.1,78.71,128.02,30.7,35.6,8.9
2001-11-01,544.09,636.4,1291.0,2.06,4.01,74.68,65.8,-0.6,72.81,121.8,30.7,35.6,8.9
2001-11-02,550.57,639.3,1291.0,2.01,3.92,74.68,65.8,-0.6,72.81,121.8,30.8,35.7,8.9
2001-11-05,561.62,653.6,1291.0,2.01,4.03,74.68,65.8,-0.6,72.81,121.8,30.8,35.7,8.9
2001-11-06,565.47,659.7,1290.0,1.85,3.91,74.68,65.8,-0.6,72.81,121.8,30.9,35.8,8.9
2001-11-07,562.03,656.6,1287.0,1.8,4.01,74.68,65.8,-0.6,72.81,121.8,31.0,35.9,8.9
2001-11-08,573.04,666.1,1280.0,1.84,4.01,74.68,65.8,-0.6,72.81,121.8,31.1,36.0,9.0
2001-11-09,576.75,671.9,1278.0,1.83,3.93,74.68,65.8,-0.6,72.81,121.8,29.8,34.7,9.0
2001-11-12,584.48,683.9,1278.0,1.83,4.02,74.68,65.8,-0.6,72.81,121.8,31.6,36.6,9.0
2001-11-13,588.83,680.1,1283.0,1.84,4.0,74.68,65.8,-0.6,72.81,121.8,31.6,36.5,9.0
2001-11-14,606.68,692.0,1279.0,1.87,4.0,74.68,65.8,-0.6,72.81,121.8,31.7,36.6,9.1
2001-11-15,606.44,683.3,1278.0,1.92,4.0,74.68,65.8,-0.6,72.81,121.8,31.8,36.6,9.1
2001-11-16,610.88,685.0,1278.0,1.95,3.95,74.68,65.8,-0.6,72.81,121.8,31.9,36.8,9.2
2001-11-19,626.43,691.5,1279.0,1.94,4.0,74.68,65.8,-0.6,72.81,121.8,32.0,36.8,9.2
2001-11-20,616.33,686.8,1278.0,1.95,4.0,74.68,65.8,-0.6,72.81,121.8,32.0,36.8,9.3
2001-11-21,615.45,690.3,1275.0,1.96,3.94,74.68,65.8,-0.6,72.81,121.8,32.0,36.8,9.5
2001-11-22,624.56,696.6,1277.55,1.96,4.04,74.68,65.8,-0.6,72.81,121.8,32.1,36.9,9.6
2001-11-23,645.18,706.2,1265.0,1.95,4.0,74.68,65.8,-0.6,72.81,121.8,32.2,36.9,9.6
2001-11-26,674.56,722.8,1257.0,1.98,4.01,74.68,65.8,-0.6,72.81,121.8,32.3,36.9,9.8
2001-11-27,670.1,722.8,1260.0,1.92,3.98,74.68,65.8,-0.6,72.81,121.8,32.3,36.9,9.9
2001-11-28,632.02,679.9,1267.0,1.87,3.97,74.68,65.8,-0.6,72.81,121.8,32.3,36.9,9.9
2001-11-29,628.86,689.9,1264.0,1.8,3.97,74.68,65.8,-0.6,72.81,121.8,32.0,36.6,9.8
2001-11-30,643.89,705.2,1268.0,1.78,3.92,74.68,65.8,-0.6,72.81,121.8,32.1,36.7,9.8
2001-12-03,650.66,710.3,1273.0,1.78,3.98,74.22,65.93,0.2,72.41,120.95,31.9,36.5,9.8
2001-12-04,649.9,707.6,1269.1,1.74,3.97,74.22,65.93,0.2,72.41,120.95,32.1,36.8,9.8
2001-12-05,688.31,720.4,1265.9,1.77,3.98,74.22,65.93,0.2,72.41,120.95,32.8,37.4,9.9
